RBA 01,Rp 1.250.000,https://www.sakurafloristbandung.com/thumbs/RBA-14F87B08-6608-455B-A526-B29FE79AD07B.jpeg
RBA 02,Rp 3.000.000,https://www.sakurafloristbandung.com/thumbs/RBA-IMG_9868.png
RBA 03,Rp 350.000,https://www.sakurafloristbandung.com/thumbs/RBA-15D6F4C0-6DF1-4DB4-A530-8F172840F45E.jpeg
RBA 04,Rp 3.500.000,https://www.sakurafloristbandung.com/thumbs/RBA-3160302B-964F-49F7-9592-B2EBCDB63825.jpeg
RBA 05,Rp 650.000,https://www.sakurafloristbandung.com/thumbs/RBA-DA2C6FB3-D078-4D38-A643-80C7A9C6AA29.jpeg
RBA 06,Rp 3.000.000,https://www.sakurafloristbandung.com/thumbs/RBA-1C13DB81-ACF6-4656-8894-36C8B601E3ED.jpeg
RBA 07,Rp 2.800.000,https://www.sakurafloristbandung.com/thumbs/RBA-0B27D5FD-D3B7-4833-A67A-B2672FB3492A.jpeg
RBA 08,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RBA-IMG_9865.png
RBA 09,Rp 900.000,https://www.sakurafloristbandung.com/thumbs/RBA-IMG_9872.png
RBA 010,Rp 2.500.000,https://www.sakurafloristbandung.com/thumbs/RBA-3E53E3CE-B922-49DE-9FF5-1548EB948550.jpeg
