HB 01,Rp 450.000,https://www.sakurafloristbandung.com/thumbs/HB-AB63F346-85BE-40BA-9C5F-DB2BD6352B8A.jpeg
HB 02,Rp 800.000,https://www.sakurafloristbandung.com/thumbs/HB-IMG_20150817_155054.jpg
HB 03,Rp 200.000,https://www.sakurafloristbandung.com/thumbs/HB-4EF1D035-9C90-4F93-9128-7E0197BD65A8.jpeg
HB 04,Rp 3.750.000,https://www.sakurafloristbandung.com/thumbs/HB-9031ABC1-4761-4C10-AD5B-74AFC046E062.jpeg
HB 05,Rp 275.000,https://www.sakurafloristbandung.com/thumbs/HB-IMG_9866.png
HB 06,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/HB-E1AE5022-39B9-4923-BB7A-9BF8383CC22B.jpeg
HB 07,Rp 300.000,https://www.sakurafloristbandung.com/thumbs/HB-PhotoGrid_1440388167644.jpg
HB 08,Rp 1.250.000,https://www.sakurafloristbandung.com/thumbs/HB-PhotoGrid_1457157854260.jpg
HB 09,Rp 550.000,https://www.sakurafloristbandung.com/thumbs/HB-PhotoGrid_1493781013399.png
HB 010,Rp 350.000,https://www.sakurafloristbandung.com/thumbs/HB-2ED65661-6727-42DC-8A31-ECF28855FADE.jpeg
HB 011,Rp 650.000,https://www.sakurafloristbandung.com/thumbs/HB-3FC9C5C6-72D1-4098-8BD9-C54548669873.jpeg
HB 012,Rp 375.000,https://www.sakurafloristbandung.com/thumbs/HB-C08EA1B1-1AC6-4011-A7DB-51CDD0EA5795.jpeg
HB 013,Rp 400.000,https://www.sakurafloristbandung.com/thumbs/HB-PhotoGrid_1468498485482.jpg
HB 014,Rp 600.000,https://www.sakurafloristbandung.com/thumbs/HB-IMG_20171230_173836.jpg
HB 015,Rp 750.000,https://www.sakurafloristbandung.com/thumbs/HB-44676392-94B8-450E-A974-C8D090F40C7D.jpeg
HB 016,Rp 500.000,https://www.sakurafloristbandung.com/thumbs/HB-649CCDA6-E4A0-4EEB-8EE7-8757E323AE5E.jpeg
HB 017,Rp 300.000,https://www.sakurafloristbandung.com/thumbs/HB-PhotoGrid_1452422541682.jpg
HB 018,Rp 700.000,https://www.sakurafloristbandung.com/thumbs/HB-8C0C3884-894A-4DC9-986F-E187FAD9D615.jpeg
HB 019,Rp 350.000,https://www.sakurafloristbandung.com/thumbs/HB-87030B6C-0C1D-494C-962C-CF563CA471D6.jpeg
HB 020,Rp 1.200.000,https://www.sakurafloristbandung.com/thumbs/HB-880AD986_9234_4174_A377_66DF5E9D258D-compress1.jpg
