Akrilik 01,Rp 850.000,https://www.sakurafloristbandung.com/thumbs/Akrilik-IMG_9783.jpeg
Akrilik 02,Rp 900.000,https://www.sakurafloristbandung.com/thumbs/RTH-IMG_6399.jpeg
Akrilik  03,Rp 1.000.000,https://www.sakurafloristbandung.com/thumbs/RTH-IMG_6385.jpeg
